state,county,city,site,pollutant,date,daily_avg,units_of_measure
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-13,0.029,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-14,0.031941,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-15,0.042059,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-16,0.032294,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-17,0.027824,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-18,0.025176,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-19,0.036765,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-20,0.030706,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-21,0.040118,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-22,0.027706,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-23,0.025235,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-24,0.034294,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-25,0.031,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-26,0.029235,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-27,0.036882,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-28,0.022824,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-29,0.036176,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-30,0.035235,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-05-31,0.034412,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-01,0.037588,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-02,0.024765,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-03,0.037118,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-04,0.040647,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-05,0.042118,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-06,0.045647,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-07,0.033571,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-08,0.040411999999999997,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-09,0.027765,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-10,0.029647,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-11,0.04,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-12,0.034235,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-13,0.039412,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-14,0.035765,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-15,0.044765,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-16,0.043176,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-17,0.048824,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-18,0.034059,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-19,0.039294,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-20,0.035941,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-21,0.062353,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-22,0.07,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-23,0.036133,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-24,0.040824,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-25,0.042941,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-26,0.040706,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-27,0.037353,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-28,0.036412,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-29,0.041353,Parts per million
Pennsylvania,Allegheny,Harrison Township,1008,Ozone,2022-06-30,0.058333,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-02-28,0.012,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-01,0.036353,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-02,0.039294,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-03,0.032412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-04,0.028882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-05,0.038,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-06,0.039176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-07,0.033294,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-08,0.034235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-09,0.024882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-10,0.027588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-11,0.040176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-12,0.040882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-13,0.039471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-14,0.034647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-15,0.027412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-16,0.032765,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-17,0.029929,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-18,0.039588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-19,0.028824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-20,0.030765,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-21,0.035471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-22,0.038647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-23,0.032353,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-24,0.037529,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-25,0.029,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-26,0.023765,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-27,0.035647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-28,0.034471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-29,0.030941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-30,0.044,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-03-31,0.036353,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-01,0.037235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-02,0.037529,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-03,0.034824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-04,0.029059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-05,0.039647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-06,0.037235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-07,0.033588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-08,0.029412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-09,0.032176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-10,0.029059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-11,0.038941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-12,0.034412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-13,0.043588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-14,0.039176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-15,0.050059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-16,0.037176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-17,0.030588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-18,0.029824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-19,0.028824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-20,0.038412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-21,0.031059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-22,0.038941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-23,0.038412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-24,0.037647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-25,0.041471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-26,0.030235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-27,0.029059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-28,0.037059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-29,0.038235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-04-30,0.042882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-01,0.030824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-02,0.028824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-03,0.044882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-04,0.030118,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-05,0.034706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-06,0.038118,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-07,0.036941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-08,0.036235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-09,0.038235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-10,0.038412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-11,0.035941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-12,0.036059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-13,0.029765,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-14,0.033824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-15,0.037647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-16,0.035941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-17,0.023765,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-18,0.024588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-19,0.035118,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-20,0.031882,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-21,0.040235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-22,0.027235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-23,0.024647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-24,0.035176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-25,0.032412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-26,0.028471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-27,0.037706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-28,0.019529,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-29,0.034353,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-30,0.034,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-05-31,0.033471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-01,0.037059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-02,0.024471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-03,0.032471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-04,0.037,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-05,0.034706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-06,0.049647,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-07,0.032824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-08,0.039706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-09,0.025941,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-10,0.024529,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-11,0.039412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-12,0.032412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-13,0.035588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-14,0.033588,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-15,0.043471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-16,0.042706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-17,0.046471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-18,0.032294,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-19,0.038059,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-20,0.038824,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-21,0.064,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-22,0.042706,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-23,0.032235,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-24,0.036176,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-25,0.042412,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-26,0.042529,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-27,0.031471,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-28,0.033353,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-29,0.041294,Parts per million
Pennsylvania,Armstrong,Kittanning,0001,Ozone,2022-06-30,0.056833,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-02-28,0,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-01,0.031588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-02,0.036059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-03,0.031588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-04,0.022941,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-05,0.019706,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-06,0.035,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-07,0.030412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-08,0.034471,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-09,0.018353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-10,0.023353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-11,0.035294,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-12,0.039412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-13,0.031765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-14,0.025824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-15,0.021765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-16,0.027059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-17,0.024824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-18,0.029176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-19,0.026353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-20,0.028824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-21,0.029294,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-22,0.036824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-23,0.031059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-24,0.033529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-25,0.028353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-26,0.022706,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-27,0.034824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-28,0.030765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-29,0.028412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-30,0.040235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-03-31,0.034118,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-01,0.036118,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-02,0.035412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-03,0.032765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-04,0.022235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-05,0.034,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-06,0.033176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-07,0.029882,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-08,0.032176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-09,0.030529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-10,0.031059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-11,0.023412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-12,0.033412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-13,0.039882,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-14,0.030588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-15,0.047824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-16,0.036824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-17,0.028706,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-18,0.028647,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-19,0.022176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-20,0.032353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-21,0.020824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-22,0.031412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-23,0.031765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-24,0.034,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-25,0.036588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-26,0.031118,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-27,0.028588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-28,0.033882,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-29,0.034235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-04-30,0.037412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-01,0.027471,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-02,0.029706,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-03,0.030882,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-04,0.026,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-05,0.035941,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-06,0.035529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-07,0.033235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-08,0.037059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-09,0.037941,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-10,0.039353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-17,0.023,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-18,0.015588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-19,0.028647,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-20,0.022235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-21,0.031647,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-22,0.019529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-23,0.024353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-24,0.030529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-25,0.029412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-26,0.022176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-27,0.027176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-28,0.021235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-29,0.028471,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-30,0.033235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-05-31,0.030824,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-01,0.031412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-02,0.017706,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-03,0.035353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-04,0.033353,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-05,0.039588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-06,0.037,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-07,0.029,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-08,0.049167,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-09,0.026882,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-10,0.027412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-11,0.033765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-12,0.025765,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-13,0.030412,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-14,0.028529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-15,0.025571,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-16,0.037647,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-17,0.046941,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-18,0.032176,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-19,0.033588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-20,0.027588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-21,0.047941,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-22,0.044588,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-23,0.030529,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-24,0.038118,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-25,0.044471,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-26,0.037,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-27,0.035059,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-28,0.031235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-29,0.040235,Parts per million
Pennsylvania,Beaver,Beaver Falls,0014,Ozone,2022-06-30,0.052167,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-02-28,0.025,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-01,0.037647,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-02,0.039471,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-03,0.036353,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-04,0.027588,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-05,0.050235,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-06,0.037294,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-07,0.033,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-08,0.035176,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-09,0.027235,Parts per million
Pennsylvania,Fayette,Uniontown,0524,Ozone,2022-03-10,0.029412,Parts per million
